NIK;Nama;Alamat_Asal;Alamat_Tujuan;Alasan_Kepindahan;Tanggal_Kepindahan
5553221410;Fitri Santoso;Jalan Sudirman No. 10, Kota Jawa Timur, Jawa Timur, 93109;Jalan Diponegoro No. 62, Kota Jawa Timur, Jawa Timur, 60230;Pendidikan;07/23/2019
3299843451;Agus Wijaya;Jalan Sudirman No. 81, Kota DKI Jakarta, DKI Jakarta, 25233;Jalan Gatot Subroto No. 99, Kota Jawa Barat, Jawa Barat, 87642;Pekerjaan;08/08/2022
4982427175;Hadi Wijaya;Jalan Merdeka No. 97, Kota DKI Jakarta, DKI Jakarta, 26176;Jalan Sudirman No. 57, Kota Jawa Barat, Jawa Barat, 87681;Pekerjaan;03/04/2005
6035656120;Rudi Santoso;Jalan Veteran No. 71, Kota Sumatera Barat, Sumatera Barat, 61379;Jalan Veteran No. 95, Kota Jawa Tengah, Jawa Tengah, 99591;Pekerjaan;07/06/2008
1666286840;Bambang Susanto;Jalan Ahmad Yani No. 37, Kota Jawa Barat, Jawa Barat, 31690;Jalan Merdeka No. 82, Kota Sumatera Utara, Sumatera Utara, 63611;Pendidikan;07/31/2015
3922637621;Rina Hidayat;Jalan Merdeka No. 16, Kota Jawa Tengah, Jawa Tengah, 38843;Jalan Gatot Subroto No. 87, Kota Sumatera Utara, Sumatera Utara, 86712;Pekerjaan;01/24/2019
7073532348;Bambang Sirait;Jalan Diponegoro No. 52, Kota Sumatera Utara, Sumatera Utara, 42623;Jalan Gatot Subroto No. 39, Kota Banten, Banten, 73681;Pekerjaan;12/16/2011
9483124479;Yuni Wijaya;Jalan Diponegoro No. 47, Kota DKI Jakarta, DKI Jakarta, 42514;Jalan Gatot Subroto No. 2, Kota DKI Jakarta, DKI Jakarta, 38105;Lainnya;06/29/2015
3140065460;Wati Santoso;Jalan Merdeka No. 37, Kota Jawa Tengah, Jawa Tengah, 12914;Jalan Ahmad Yani No. 98, Kota Sumatera Utara, Sumatera Utara, 87700;Pekerjaan;04/02/2013
2114231365;Eko Nugroho;Jalan Merdeka No. 17, Kota DKI Jakarta, DKI Jakarta, 13249;Jalan Merdeka No. 61, Kota Sumatera Utara, Sumatera Utara, 30440;Pekerjaan;04/17/2015
5384147152;Eko Hartono;Jalan Ahmad Yani No. 73, Kota Bali, Bali, 87869;Jalan Diponegoro No. 60, Kota Jawa Timur, Jawa Timur, 29542;Pekerjaan;09/28/2018
2490409495;Budi Andriani;Jalan Diponegoro No. 33, Kota DKI Jakarta, DKI Jakarta, 51848;Jalan Sudirman No. 11, Kota Jawa Timur, Jawa Timur, 12568;Keluarga;04/03/2013
178785371;Bambang Santoso;Jalan Gatot Subroto No. 85, Kota DKI Jakarta, DKI Jakarta, 52667;Jalan Gatot Subroto No. 15, Kota Jawa Timur, Jawa Timur, 37930;Lainnya;11/16/2002
7010033306;Susan Prasetyo;Jalan Diponegoro No. 29, Kota Sumatera Barat, Sumatera Barat, 93231;Jalan Diponegoro No. 4, Kota Jawa Barat, Jawa Barat, 62895;Pendidikan;08/15/2016
6508345610;Siti Hartono;Jalan Merdeka No. 67, Kota Sumatera Barat, Sumatera Barat, 84983;Jalan Diponegoro No. 33, Kota DKI Jakarta, DKI Jakarta, 44393;Pekerjaan;01/09/2013
3873700519;Erni Hartono;Jalan Ahmad Yani No. 57, Kota Jawa Tengah, Jawa Tengah, 87589;Jalan Ahmad Yani No. 74, Kota Sumatera Barat, Sumatera Barat, 11230;Pekerjaan;11/19/2003
266773590;Slamet Prasetyo;Jalan Veteran No. 32, Kota Bali, Bali, 67124;Jalan Diponegoro No. 67, Kota Jawa Timur, Jawa Timur, 26077;Lainnya;11/08/2011
6362041541;Budi Setiawan;Jalan Gatot Subroto No. 14, Kota Jawa Barat, Jawa Barat, 73475;Jalan Merdeka No. 16, Kota Bali, Bali, 22892;Lainnya;07/18/2005
9453959940;Indah Pranoto;Jalan Merdeka No. 35, Kota Bali, Bali, 36868;Jalan Sudirman No. 36, Kota Bali, Bali, 45058;Pekerjaan;01/17/2004
4552702184;Rudi Nugroho;Jalan Gatot Subroto No. 86, Kota Banten, Banten, 94972;Jalan Sudirman No. 88, Kota DKI Jakarta, DKI Jakarta, 61974;Pekerjaan;10/04/2008
4456172823;Ahmad Hidayat;Jalan Diponegoro No. 99, Kota Sumatera Utara, Sumatera Utara, 16205;Jalan Diponegoro No. 63, Kota Banten, Banten, 24412;Keluarga;05/25/2011
8428729892;Fitri Susanto;Jalan Gatot Subroto No. 92, Kota Bali, Bali, 99029;Jalan Sudirman No. 33, Kota Jawa Barat, Jawa Barat, 93915;Pekerjaan;11/03/2009
1284434729;Dewi Sirait;Jalan Diponegoro No. 83, Kota Bali, Bali, 70020;Jalan Diponegoro No. 9, Kota Banten, Banten, 81746;Pekerjaan;09/08/2007
7956432689;Adi Nugroho;Jalan Ahmad Yani No. 72, Kota DKI Jakarta, DKI Jakarta, 16423;Jalan Diponegoro No. 14, Kota Bali, Bali, 52694;Pekerjaan;08/07/2000
6311153458;Eko Saputra;Jalan Sudirman No. 83, Kota Sumatera Barat, Sumatera Barat, 17292;Jalan Gatot Subroto No. 44, Kota Banten, Banten, 36896;Keluarga;02/22/2024
9638768726;Ani Sirait;Jalan Sudirman No. 9, Kota Banten, Banten, 26830;Jalan Ahmad Yani No. 97, Kota Jawa Timur, Jawa Timur, 17240;Pendidikan;11/03/2007
8517715440;Dedi Prasetyo;Jalan Veteran No. 28, Kota Sumatera Utara, Sumatera Utara, 54238;Jalan Veteran No. 96, Kota Banten, Banten, 33753;Pendidikan;08/27/2016
1261124541;Eko Santoso;Jalan Sudirman No. 93, Kota DKI Jakarta, DKI Jakarta, 73515;Jalan Ahmad Yani No. 86, Kota Jawa Tengah, Jawa Tengah, 54712;Pendidikan;03/19/2023
1385608929;Eko Hutapea;Jalan Sudirman No. 26, Kota Jawa Barat, Jawa Barat, 97014;Jalan Sudirman No. 70, Kota Bali, Bali, 57970;Lainnya;04/28/2006
7995325123;Rini Santoso;Jalan Veteran No. 63, Kota Sumatera Barat, Sumatera Barat, 63110;Jalan Gatot Subroto No. 54, Kota DKI Jakarta, DKI Jakarta, 89215;Lainnya;01/07/2012
8036141697;Muhammad Sirait;Jalan Gatot Subroto No. 70, Kota Jawa Tengah, Jawa Tengah, 69425;Jalan Veteran No. 26, Kota Sumatera Utara, Sumatera Utara, 51840;Pekerjaan;11/17/2017
9230766401;Erni Susanto;Jalan Merdeka No. 31, Kota Sumatera Utara, Sumatera Utara, 39790;Jalan Gatot Subroto No. 11, Kota Banten, Banten, 23541;Pekerjaan;08/04/2013
3643869952;Hendro Andriani;Jalan Veteran No. 27, Kota DKI Jakarta, DKI Jakarta, 33061;Jalan Ahmad Yani No. 57, Kota Bali, Bali, 96254;Keluarga;03/08/2022
7085356653;Adi Sirait;Jalan Sudirman No. 10, Kota DKI Jakarta, DKI Jakarta, 34325;Jalan Veteran No. 79, Kota Sumatera Barat, Sumatera Barat, 76840;Pekerjaan;12/04/2001
2897153257;Taufik Setiawan;Jalan Gatot Subroto No. 23, Kota Sumatera Utara, Sumatera Utara, 60434;Jalan Gatot Subroto No. 13, Kota Jawa Timur, Jawa Timur, 73311;Pendidikan;04/04/2017
7221102655;Eko Pranoto;Jalan Gatot Subroto No. 94, Kota DKI Jakarta, DKI Jakarta, 97120;Jalan Merdeka No. 10, Kota DKI Jakarta, DKI Jakarta, 73230;Pendidikan;01/14/2005
4546104960;Hendro Pranoto;Jalan Diponegoro No. 62, Kota Sumatera Utara, Sumatera Utara, 10359;Jalan Gatot Subroto No. 53, Kota Jawa Timur, Jawa Timur, 46131;Keluarga;08/17/2015
6003509454;Siti Nugroho;Jalan Ahmad Yani No. 86, Kota Sumatera Utara, Sumatera Utara, 71730;Jalan Ahmad Yani No. 15, Kota Sumatera Utara, Sumatera Utara, 10065;Pekerjaan;03/19/2022
1008405318;Yulio Susanto;Jalan Diponegoro No. 94, Kota Sumatera Barat, Sumatera Barat, 15699;Jalan Sudirman No. 87, Kota Jawa Barat, Jawa Barat, 96076;Pekerjaan;06/24/2003
6370436336;Maya Nugroho;Jalan Veteran No. 34, Kota DKI Jakarta, DKI Jakarta, 10812;Jalan Veteran No. 26, Kota Jawa Tengah, Jawa Tengah, 93361;Keluarga;09/30/2017
8150888876;Adi Hartono;Jalan Gatot Subroto No. 46, Kota Banten, Banten, 86968;Jalan Sudirman No. 47, Kota Jawa Barat, Jawa Barat, 15241;Lainnya;12/09/2022
1510130464;Agus Hutapea;Jalan Sudirman No. 10, Kota Jawa Tengah, Jawa Tengah, 18860;Jalan Sudirman No. 45, Kota Banten, Banten, 57977;Lainnya;09/04/2017
4692306337;Ahmad Pranoto;Jalan Merdeka No. 70, Kota Sumatera Barat, Sumatera Barat, 44526;Jalan Veteran No. 87, Kota Banten, Banten, 51640;Lainnya;11/23/2010
3871705241;Erni Susanto;Jalan Diponegoro No. 33, Kota Jawa Timur, Jawa Timur, 90796;Jalan Sudirman No. 49, Kota Sumatera Barat, Sumatera Barat, 82887;Keluarga;08/30/2001
2289248017;Yulio Pranoto;Jalan Sudirman No. 76, Kota Sumatera Utara, Sumatera Utara, 75926;Jalan Veteran No. 17, Kota Jawa Tengah, Jawa Tengah, 59086;Lainnya;10/27/2003
6347049001;Agus Susanto;Jalan Diponegoro No. 10, Kota Sumatera Utara, Sumatera Utara, 40127;Jalan Sudirman No. 39, Kota Sumatera Barat, Sumatera Barat, 11617;Pendidikan;10/08/2010
6719405632;Erni Prasetyo;Jalan Merdeka No. 51, Kota Sumatera Barat, Sumatera Barat, 53294;Jalan Gatot Subroto No. 74, Kota Banten, Banten, 99131;Pendidikan;05/27/2016
2869522396;Yulio Prasetyo;Jalan Gatot Subroto No. 24, Kota Bali, Bali, 87182;Jalan Ahmad Yani No. 71, Kota Jawa Tengah, Jawa Tengah, 91638;Lainnya;02/19/2011
4265624018;Slamet Wijaya;Jalan Gatot Subroto No. 97, Kota DKI Jakarta, DKI Jakarta, 41665;Jalan Diponegoro No. 39, Kota Bali, Bali, 41149;Pekerjaan;01/26/2001
2472294510;Fitri Susanto;Jalan Gatot Subroto No. 12, Kota DKI Jakarta, DKI Jakarta, 44296;Jalan Sudirman No. 65, Kota Banten, Banten, 63157;Keluarga;02/04/2000
6167407738;Bambang Hidayat;Jalan Merdeka No. 76, Kota Banten, Banten, 10650;Jalan Diponegoro No. 62, Kota Sumatera Utara, Sumatera Utara, 95738;Pendidikan;07/21/2018
1219093958;Nurul Nugroho;Jalan Gatot Subroto No. 38, Kota Jawa Timur, Jawa Timur, 42918;Jalan Merdeka No. 94, Kota Bali, Bali, 77735;Pekerjaan;07/30/2006
7230140503;Budi Santoso;Jalan Gatot Subroto No. 27, Kota Jawa Tengah, Jawa Tengah, 49799;Jalan Gatot Subroto No. 37, Kota Sumatera Barat, Sumatera Barat, 82371;Pekerjaan;09/16/2008
9018451762;Maya Hartono;Jalan Diponegoro No. 33, Kota Jawa Timur, Jawa Timur, 45097;Jalan Gatot Subroto No. 41, Kota Sumatera Utara, Sumatera Utara, 22754;Lainnya;09/09/2017
9754268774;Slamet Setiawan;Jalan Sudirman No. 42, Kota Jawa Tengah, Jawa Tengah, 49704;Jalan Merdeka No. 31, Kota Sumatera Utara, Sumatera Utara, 58844;Lainnya;05/06/2002
6848299106;Wati Hutapea;Jalan Diponegoro No. 4, Kota Bali, Bali, 48666;Jalan Merdeka No. 79, Kota Sumatera Utara, Sumatera Utara, 82931;Pekerjaan;03/31/2019
4817798016;Agus Saputra;Jalan Merdeka No. 17, Kota Bali, Bali, 15955;Jalan Sudirman No. 3, Kota Sumatera Barat, Sumatera Barat, 84595;Lainnya;08/04/2017
8960039255;Adi Nugroho;Jalan Veteran No. 11, Kota Jawa Barat, Jawa Barat, 13135;Jalan Merdeka No. 93, Kota Bali, Bali, 72585;Pekerjaan;07/18/2011
8444170360;Adi Hutapea;Jalan Diponegoro No. 63, Kota Jawa Tengah, Jawa Tengah, 75167;Jalan Sudirman No. 12, Kota Jawa Tengah, Jawa Tengah, 96404;Keluarga;02/24/2001
4802265958;Slamet Setiawan;Jalan Ahmad Yani No. 13, Kota Jawa Timur, Jawa Timur, 93274;Jalan Sudirman No. 95, Kota Banten, Banten, 10597;Pendidikan;08/28/2019
6999199244;Siti Gunawan;Jalan Sudirman No. 26, Kota Bali, Bali, 57894;Jalan Gatot Subroto No. 21, Kota Bali, Bali, 99824;Lainnya;07/06/2010
7811346265;Nurul Nugroho;Jalan Ahmad Yani No. 46, Kota Sumatera Utara, Sumatera Utara, 55611;Jalan Gatot Subroto No. 55, Kota Sumatera Utara, Sumatera Utara, 93035;Keluarga;05/18/2011
6005483227;Nurul Hutapea;Jalan Gatot Subroto No. 72, Kota DKI Jakarta, DKI Jakarta, 80456;Jalan Ahmad Yani No. 84, Kota Bali, Bali, 12009;Lainnya;05/12/2006
7941582387;Eko Gunawan;Jalan Veteran No. 65, Kota Sumatera Utara, Sumatera Utara, 28495;Jalan Gatot Subroto No. 5, Kota Bali, Bali, 29012;Pekerjaan;02/22/2016
5904802809;Hadi Susanto;Jalan Ahmad Yani No. 44, Kota Banten, Banten, 69811;Jalan Merdeka No. 14, Kota Sumatera Utara, Sumatera Utara, 30548;Lainnya;04/17/2011
7332619079;Hendro Pranoto;Jalan Veteran No. 3, Kota DKI Jakarta, DKI Jakarta, 84168;Jalan Ahmad Yani No. 90, Kota Sumatera Utara, Sumatera Utara, 59616;Keluarga;05/04/2015
6489110058;Agus Andriani;Jalan Sudirman No. 3, Kota Jawa Tengah, Jawa Tengah, 76490;Jalan Sudirman No. 52, Kota Jawa Barat, Jawa Barat, 91269;Lainnya;11/21/2009
3667017487;Nurul Saputra;Jalan Veteran No. 96, Kota Jawa Timur, Jawa Timur, 91470;Jalan Merdeka No. 83, Kota Sumatera Barat, Sumatera Barat, 12469;Keluarga;08/24/2023
296772546;Lia Setiawan;Jalan Diponegoro No. 35, Kota Sumatera Utara, Sumatera Utara, 53518;Jalan Merdeka No. 34, Kota Bali, Bali, 27174;Lainnya;12/05/2021
8656254890;Rini Hutapea;Jalan Gatot Subroto No. 46, Kota Jawa Tengah, Jawa Tengah, 45286;Jalan Sudirman No. 72, Kota Jawa Tengah, Jawa Tengah, 25965;Pendidikan;12/30/2018
8061860220;Bambang Kurniawan;Jalan Ahmad Yani No. 20, Kota Sumatera Utara, Sumatera Utara, 82281;Jalan Merdeka No. 45, Kota DKI Jakarta, DKI Jakarta, 91492;Keluarga;12/18/2022
7462749243;Dedi Nugroho;Jalan Veteran No. 29, Kota Jawa Tengah, Jawa Tengah, 40121;Jalan Sudirman No. 13, Kota Bali, Bali, 81833;Lainnya;12/10/2021
7251128179;Dedi Kurniawan;Jalan Ahmad Yani No. 57, Kota Jawa Barat, Jawa Barat, 30630;Jalan Veteran No. 84, Kota Bali, Bali, 86490;Pendidikan;10/11/2003
1047861794;Adi Gunawan;Jalan Ahmad Yani No. 95, Kota Sumatera Utara, Sumatera Utara, 47613;Jalan Diponegoro No. 14, Kota Jawa Tengah, Jawa Tengah, 16359;Pendidikan;03/27/2011
833218562;Erni Wijaya;Jalan Ahmad Yani No. 99, Kota Jawa Timur, Jawa Timur, 64507;Jalan Gatot Subroto No. 9, Kota Sumatera Barat, Sumatera Barat, 14101;Pendidikan;09/02/2007
2506128044;Ani Hutapea;Jalan Diponegoro No. 48, Kota Bali, Bali, 95507;Jalan Veteran No. 77, Kota Jawa Barat, Jawa Barat, 20752;Lainnya;07/30/2004
3637871666;Muhammad Sirait;Jalan Gatot Subroto No. 72, Kota Jawa Timur, Jawa Timur, 69840;Jalan Gatot Subroto No. 35, Kota Jawa Barat, Jawa Barat, 46572;Lainnya;09/18/2019
2872209626;Wati Gunawan;Jalan Diponegoro No. 80, Kota Bali, Bali, 57597;Jalan Merdeka No. 7, Kota Jawa Timur, Jawa Timur, 78930;Lainnya;10/21/2021
3088229358;Bambang Pranoto;Jalan Merdeka No. 53, Kota Bali, Bali, 22831;Jalan Merdeka No. 71, Kota Jawa Timur, Jawa Timur, 55702;Lainnya;06/29/2006
6014632846;Yuni Hartono;Jalan Diponegoro No. 52, Kota Jawa Timur, Jawa Timur, 21372;Jalan Sudirman No. 69, Kota Jawa Tengah, Jawa Tengah, 93917;Keluarga;09/29/2001
9536029860;Nurul Prasetyo;Jalan Veteran No. 41, Kota Jawa Timur, Jawa Timur, 30096;Jalan Diponegoro No. 93, Kota Sumatera Barat, Sumatera Barat, 63510;Pekerjaan;06/24/2014
1403430901;Muhammad Hartono;Jalan Ahmad Yani No. 42, Kota Banten, Banten, 18349;Jalan Merdeka No. 63, Kota Sumatera Utara, Sumatera Utara, 86889;Pekerjaan;05/24/2017
6361758305;Rita Saputra;Jalan Gatot Subroto No. 49, Kota Jawa Timur, Jawa Timur, 35228;Jalan Gatot Subroto No. 56, Kota Sumatera Barat, Sumatera Barat, 15026;Pendidikan;12/30/2020
2746614898;Rita Gunawan;Jalan Diponegoro No. 24, Kota Bali, Bali, 49987;Jalan Gatot Subroto No. 17, Kota Banten, Banten, 32162;Lainnya;01/02/2021
134079873;Rita Setiawan;Jalan Diponegoro No. 31, Kota Jawa Timur, Jawa Timur, 35413;Jalan Diponegoro No. 19, Kota DKI Jakarta, DKI Jakarta, 38045;Keluarga;11/18/2002
2868785279;Rudi Susanto;Jalan Ahmad Yani No. 1, Kota Bali, Bali, 65752;Jalan Sudirman No. 29, Kota Jawa Timur, Jawa Timur, 16538;Pendidikan;02/01/2006
698901591;Ahmad Gunawan;Jalan Sudirman No. 70, Kota Jawa Tengah, Jawa Tengah, 82927;Jalan Merdeka No. 30, Kota Sumatera Barat, Sumatera Barat, 76560;Pendidikan;08/06/2005
3777935772;Yuni Gunawan;Jalan Ahmad Yani No. 45, Kota Jawa Tengah, Jawa Tengah, 29120;Jalan Diponegoro No. 61, Kota Jawa Tengah, Jawa Tengah, 54609;Keluarga;04/04/2024
3036870631;Fitri Nugroho;Jalan Diponegoro No. 59, Kota Jawa Barat, Jawa Barat, 26858;Jalan Diponegoro No. 28, Kota Banten, Banten, 83838;Lainnya;12/15/2012
8476394577;Siti Hidayat;Jalan Gatot Subroto No. 52, Kota Banten, Banten, 16822;Jalan Gatot Subroto No. 36, Kota DKI Jakarta, DKI Jakarta, 29893;Lainnya;01/29/2007
8116147278;Ani Hidayat;Jalan Merdeka No. 41, Kota Jawa Tengah, Jawa Tengah, 62868;Jalan Diponegoro No. 55, Kota Jawa Timur, Jawa Timur, 65151;Pendidikan;09/22/2008
5524412770;Muhammad Nugroho;Jalan Diponegoro No. 79, Kota Jawa Tengah, Jawa Tengah, 79366;Jalan Ahmad Yani No. 40, Kota Jawa Tengah, Jawa Tengah, 60995;Keluarga;10/17/2008
3206539370;Bambang Hartono;Jalan Ahmad Yani No. 78, Kota DKI Jakarta, DKI Jakarta, 14367;Jalan Veteran No. 34, Kota Jawa Barat, Jawa Barat, 97092;Keluarga;11/26/2023
7374244702;Rita Sirait;Jalan Diponegoro No. 26, Kota Jawa Barat, Jawa Barat, 36408;Jalan Diponegoro No. 100, Kota Jawa Barat, Jawa Barat, 91597;Lainnya;10/27/2008
9050407849;Iwan Nugroho;Jalan Diponegoro No. 22, Kota Sumatera Utara, Sumatera Utara, 94754;Jalan Sudirman No. 4, Kota Bali, Bali, 44118;Lainnya;12/05/2003
6173186870;Rudi Santoso;Jalan Merdeka No. 25, Kota Sumatera Utara, Sumatera Utara, 58838;Jalan Diponegoro No. 81, Kota Bali, Bali, 19387;Keluarga;04/09/2001
5213652824;Wati Pranoto;Jalan Merdeka No. 37, Kota DKI Jakarta, DKI Jakarta, 60996;Jalan Ahmad Yani No. 70, Kota Jawa Timur, Jawa Timur, 36840;Pekerjaan;03/26/2010
1195268640;Siti Andriani;Jalan Ahmad Yani No. 21, Kota Banten, Banten, 27035;Jalan Diponegoro No. 23, Kota Jawa Timur, Jawa Timur, 11073;Pendidikan;11/28/2006
9218668171;Rudi Gunawan;Jalan Merdeka No. 35, Kota Sumatera Barat, Sumatera Barat, 64488;Jalan Sudirman No. 100, Kota Jawa Timur, Jawa Timur, 25819;Lainnya;08/10/2013
6052612000;Rini Andriani;Jalan Diponegoro No. 74, Kota Jawa Timur, Jawa Timur, 49276;Jalan Merdeka No. 63, Kota Jawa Timur, Jawa Timur, 36521;Pekerjaan;01/01/2022
8865085919;Wati Susanto;Jalan Merdeka No. 89, Kota Jawa Barat, Jawa Barat, 78494;Jalan Sudirman No. 19, Kota Bali, Bali, 96814;Pendidikan;01/06/2011
707817787;Siti Wijaya;Jalan Veteran No. 16, Kota DKI Jakarta, DKI Jakarta, 26030;Jalan Sudirman No. 97, Kota Jawa Barat, Jawa Barat, 12145;Keluarga;10/30/2006
9735339241;Eko Nugroho;Jalan Gatot Subroto No. 25, Kota Jawa Tengah, Jawa Tengah, 54694;Jalan Gatot Subroto No. 37, Kota Sumatera Barat, Sumatera Barat, 55442;Pendidikan;06/22/2014
5335019613;Hendro Saputra;Jalan Ahmad Yani No. 90, Kota Sumatera Utara, Sumatera Utara, 14642;Jalan Ahmad Yani No. 43, Kota Jawa Barat, Jawa Barat, 15818;Pendidikan;01/17/2003
194337559;Maya Andriani;Jalan Veteran No. 68, Kota Jawa Timur, Jawa Timur, 54529;Jalan Diponegoro No. 95, Kota Bali, Bali, 28727;Pekerjaan;10/10/2017
1230055418;Slamet Sirait;Jalan Ahmad Yani No. 17, Kota Sumatera Barat, Sumatera Barat, 30086;Jalan Sudirman No. 48, Kota Sumatera Utara, Sumatera Utara, 61592;Lainnya;07/21/2010
8087052086;Slamet Susanto;Jalan Ahmad Yani No. 95, Kota Bali, Bali, 74176;Jalan Veteran No. 99, Kota DKI Jakarta, DKI Jakarta, 77798;Pendidikan;02/17/2001
4335917971;Bambang Gunawan;Jalan Sudirman No. 58, Kota Banten, Banten, 22372;Jalan Ahmad Yani No. 41, Kota Sumatera Utara, Sumatera Utara, 75692;Keluarga;09/08/2020
6811130741;Hadi Santoso;Jalan Diponegoro No. 42, Kota Jawa Barat, Jawa Barat, 58170;Jalan Merdeka No. 78, Kota Bali, Bali, 73191;Lainnya;12/06/2014
8365042810;Budi Sirait;Jalan Ahmad Yani No. 84, Kota Bali, Bali, 66879;Jalan Diponegoro No. 7, Kota Sumatera Barat, Sumatera Barat, 59794;Pekerjaan;06/22/2017
6787883280;Ani Susanto;Jalan Diponegoro No. 99, Kota Sumatera Barat, Sumatera Barat, 49296;Jalan Ahmad Yani No. 22, Kota Sumatera Utara, Sumatera Utara, 33248;Keluarga;09/12/2002
5688535628;Taufik Hidayat;Jalan Veteran No. 11, Kota Bali, Bali, 42836;Jalan Veteran No. 40, Kota Sumatera Utara, Sumatera Utara, 63897;Pendidikan;04/30/2012
7262972243;Muhammad Susanto;Jalan Gatot Subroto No. 83, Kota Sumatera Utara, Sumatera Utara, 26346;Jalan Gatot Subroto No. 54, Kota DKI Jakarta, DKI Jakarta, 31322;Keluarga;05/13/2013
4825882085;Ahmad Pranoto;Jalan Veteran No. 4, Kota DKI Jakarta, DKI Jakarta, 64875;Jalan Ahmad Yani No. 89, Kota Sumatera Utara, Sumatera Utara, 25002;Keluarga;12/23/2014
6721493489;Agus Kurniawan;Jalan Diponegoro No. 45, Kota Banten, Banten, 71508;Jalan Gatot Subroto No. 52, Kota Bali, Bali, 93760;Pekerjaan;11/29/2015
9820638099;Siti Santoso;Jalan Merdeka No. 91, Kota DKI Jakarta, DKI Jakarta, 96867;Jalan Merdeka No. 64, Kota Sumatera Utara, Sumatera Utara, 64763;Pekerjaan;03/22/2012
8042700352;Rini Santoso;Jalan Gatot Subroto No. 33, Kota DKI Jakarta, DKI Jakarta, 90022;Jalan Merdeka No. 45, Kota DKI Jakarta, DKI Jakarta, 87151;Pekerjaan;05/25/2004
3399665986;Bambang Sirait;Jalan Veteran No. 34, Kota Jawa Tengah, Jawa Tengah, 84144;Jalan Merdeka No. 1, Kota Sumatera Barat, Sumatera Barat, 68733;Pendidikan;12/20/2019
6307386857;Hadi Nugroho;Jalan Sudirman No. 52, Kota Jawa Tengah, Jawa Tengah, 88910;Jalan Ahmad Yani No. 83, Kota Jawa Barat, Jawa Barat, 80603;Pekerjaan;06/07/2008
9662698227;Maya Hidayat;Jalan Diponegoro No. 99, Kota Bali, Bali, 22146;Jalan Diponegoro No. 7, Kota Jawa Barat, Jawa Barat, 91437;Lainnya;12/25/2009
2607237408;Dedi Kurniawan;Jalan Merdeka No. 69, Kota Bali, Bali, 41854;Jalan Gatot Subroto No. 22, Kota Sumatera Barat, Sumatera Barat, 19956;Keluarga;12/29/2010
6562466334;Agus Susanto;Jalan Merdeka No. 25, Kota Jawa Tengah, Jawa Tengah, 48161;Jalan Veteran No. 33, Kota DKI Jakarta, DKI Jakarta, 87959;Pekerjaan;10/11/2010
8047692637;Maya Sirait;Jalan Veteran No. 32, Kota Jawa Barat, Jawa Barat, 30018;Jalan Ahmad Yani No. 55, Kota Bali, Bali, 72716;Pendidikan;11/28/2008
3118275138;Hadi Sirait;Jalan Sudirman No. 17, Kota Jawa Tengah, Jawa Tengah, 41873;Jalan Diponegoro No. 62, Kota Sumatera Utara, Sumatera Utara, 87309;Pendidikan;07/24/2015
3407310330;Rudi Prasetyo;Jalan Ahmad Yani No. 85, Kota Jawa Barat, Jawa Barat, 54830;Jalan Ahmad Yani No. 19, Kota Sumatera Barat, Sumatera Barat, 96183;Pekerjaan;11/19/2008
1354223359;Bambang Andriani;Jalan Merdeka No. 74, Kota Banten, Banten, 47088;Jalan Sudirman No. 99, Kota Bali, Bali, 57362;Pendidikan;11/29/2014
2611396609;Dedi Wijaya;Jalan Diponegoro No. 61, Kota Jawa Barat, Jawa Barat, 31681;Jalan Veteran No. 59, Kota Banten, Banten, 38344;Pekerjaan;06/24/2009
243673653;Dedi Hidayat;Jalan Gatot Subroto No. 48, Kota Sumatera Utara, Sumatera Utara, 63214;Jalan Diponegoro No. 4, Kota Banten, Banten, 89211;Keluarga;04/18/2008
9755109366;Rini Hidayat;Jalan Ahmad Yani No. 67, Kota Jawa Barat, Jawa Barat, 82241;Jalan Gatot Subroto No. 83, Kota Jawa Timur, Jawa Timur, 20160;Lainnya;03/02/2012
6241027168;Adi Prasetyo;Jalan Ahmad Yani No. 100, Kota Banten, Banten, 37674;Jalan Sudirman No. 36, Kota Jawa Tengah, Jawa Tengah, 94818;Pekerjaan;03/28/2001
5287604547;Ani Sirait;Jalan Veteran No. 26, Kota DKI Jakarta, DKI Jakarta, 61712;Jalan Veteran No. 9, Kota Banten, Banten, 72109;Pekerjaan;09/15/2014
2375735523;Dedi Gunawan;Jalan Veteran No. 1, Kota Sumatera Utara, Sumatera Utara, 17018;Jalan Merdeka No. 27, Kota Bali, Bali, 68713;Keluarga;12/11/2004
2472032061;Muhammad Andriani;Jalan Gatot Subroto No. 27, Kota Banten, Banten, 75177;Jalan Merdeka No. 19, Kota DKI Jakarta, DKI Jakarta, 61118;Pendidikan;11/10/2023
3565128875;Erni Andriani;Jalan Gatot Subroto No. 37, Kota Sumatera Barat, Sumatera Barat, 73133;Jalan Merdeka No. 95, Kota Sumatera Utara, Sumatera Utara, 48898;Pendidikan;12/17/2017
1879207678;Rini Susanto;Jalan Diponegoro No. 34, Kota Jawa Timur, Jawa Timur, 27709;Jalan Gatot Subroto No. 67, Kota Jawa Tengah, Jawa Tengah, 67067;Pekerjaan;11/11/2006
1619265789;Bambang Hartono;Jalan Diponegoro No. 1, Kota Bali, Bali, 50189;Jalan Sudirman No. 96, Kota Jawa Barat, Jawa Barat, 60877;Pendidikan;11/11/2022
